age,people_complete,filed_date,report_date
50-64,770226,2021-07-27,2021-07-29
65+,768832,2021-07-27,2021-07-29
Unknown/missing,66,2021-07-27,2021-07-29
12-15,102895,2021-07-26,2021-07-28
16-17,68583,2021-07-26,2021-07-28
18-49,1275831,2021-07-26,2021-07-28
50-64,769459,2021-07-26,2021-07-28
65+,768393,2021-07-26,2021-07-28
Unknown/missing,66,2021-07-26,2021-07-28
12-15,102631,2021-07-25,2021-07-27
16-17,68508,2021-07-25,2021-07-27
18-49,1274926,2021-07-25,2021-07-27
50-64,769108,2021-07-25,2021-07-27
65+,768130,2021-07-25,2021-07-27
Unknown/missing,65,2021-07-25,2021-07-27
12-15,101711,2021-07-22,2021-07-26
16-17,68222,2021-07-22,2021-07-26
18-49,1271935,2021-07-22,2021-07-26
50-64,768040,2021-07-22,2021-07-26
65+,767694,2021-07-22,2021-07-26
Unknown/missing,64,2021-07-22,2021-07-26
12-15,101067,2021-07-21,2021-07-23
16-17,67989,2021-07-21,2021-07-23
18-49,1270069,2021-07-21,2021-07-23
50-64,767311,2021-07-21,2021-07-23
65+,767296,2021-07-21,2021-07-23
Unknown/missing,63,2021-07-21,2021-07-23
12-15,100395,2021-07-20,2021-07-22
16-17,67782,2021-07-20,2021-07-22
18-49,1268139,2021-07-20,2021-07-22
50-64,766632,2021-07-20,2021-07-22
65+,766894,2021-07-20,2021-07-22
Unknown/missing,61,2021-07-20,2021-07-22
12-15,99717,2021-07-19,2021-07-21
16-17,67579,2021-07-19,2021-07-21
18-49,1266167,2021-07-19,2021-07-21
50-64,765993,2021-07-19,2021-07-21
65+,766999,2021-07-19,2021-07-21
Unknown/missing,61,2021-07-19,2021-07-21
12-15,99197,2021-07-18,2021-07-20
16-17,67412,2021-07-18,2021-07-20
18-49,1264674,2021-07-18,2021-07-20
50-64,765492,2021-07-18,2021-07-20
65+,766703,2021-07-18,2021-07-20
Unknown/missing,60,2021-07-18,2021-07-20
12-15,98114,2021-07-15,2021-07-19
16-17,67051,2021-07-15,2021-07-19
18-49,1261491,2021-07-15,2021-07-19
50-64,764369,2021-07-15,2021-07-19
65+,766228,2021-07-15,2021-07-19
Unknown/missing,57,2021-07-15,2021-07-19
12-15,97277,2021-07-14,2021-07-16
16-17,66823,2021-07-14,2021-07-16
18-49,1259558,2021-07-14,2021-07-16
50-64,763672,2021-07-14,2021-07-16
65+,765830,2021-07-14,2021-07-16
Unknown/missing,57,2021-07-14,2021-07-16
12-15,96344,2021-07-13,2021-07-15
16-17,66549,2021-07-13,2021-07-15
18-49,1257193,2021-07-13,2021-07-15
50-64,762849,2021-07-13,2021-07-15
65+,765389,2021-07-13,2021-07-15
Unknown/missing,57,2021-07-13,2021-07-15
12-15,95505,2021-07-12,2021-07-14
16-17,66302,2021-07-12,2021-07-14
18-49,1255047,2021-07-12,2021-07-14
50-64,762007,2021-07-12,2021-07-14
65+,763497,2021-07-12,2021-07-14
Unknown/missing,57,2021-07-12,2021-07-14
12-15,94960,2021-07-11,2021-07-13
16-17,66138,2021-07-11,2021-07-13
18-49,1253582,2021-07-11,2021-07-13
50-64,761461,2021-07-11,2021-07-13
65+,763163,2021-07-11,2021-07-13
Unknown/missing,57,2021-07-11,2021-07-13
12-15,93582,2021-07-08,2021-07-12
16-17,65703,2021-07-08,2021-07-12
18-49,1249880,2021-07-08,2021-07-12
50-64,760287,2021-07-08,2021-07-12
65+,762648,2021-07-08,2021-07-12
Unknown/missing,55,2021-07-08,2021-07-12
12-15,92460,2021-07-07,2021-07-09
16-17,65404,2021-07-07,2021-07-09
18-49,1247586,2021-07-07,2021-07-09
50-64,759438,2021-07-07,2021-07-09
65+,762254,2021-07-07,2021-07-09
Unknown/missing,55,2021-07-07,2021-07-09
12-15,91395,2021-07-06,2021-07-08
16-17,65127,2021-07-06,2021-07-08
18-49,1245224,2021-07-06,2021-07-08
50-64,758644,2021-07-06,2021-07-08
65+,761845,2021-07-06,2021-07-08
Unknown/missing,56,2021-07-06,2021-07-08
12-15,90126,2021-07-05,2021-07-07
16-17,64807,2021-07-05,2021-07-07
18-49,1242574,2021-07-05,2021-07-07
50-64,757820,2021-07-05,2021-07-07
65+,761823,2021-07-05,2021-07-07
Unknown/missing,55,2021-07-05,2021-07-07
12-15,89276,2021-07-02,2021-07-06
16-17,64559,2021-07-02,2021-07-06
18-49,1240250,2021-07-02,2021-07-06
50-64,757055,2021-07-02,2021-07-06
65+,761549,2021-07-02,2021-07-06
Unknown/missing,55,2021-07-02,2021-07-06
12-15,88465,2021-07-01,2021-07-03
16-17,64328,2021-07-01,2021-07-03
18-49,1238212,2021-07-01,2021-07-03
50-64,756358,2021-07-01,2021-07-03
65+,761236,2021-07-01,2021-07-03
Unknown/missing,55,2021-07-01,2021-07-03
12-15,87181,2021-06-30,2021-07-02
16-17,64036,2021-06-30,2021-07-02
18-49,1235799,2021-06-30,2021-07-02
50-64,755560,2021-06-30,2021-07-02
65+,760783,2021-06-30,2021-07-02
Unknown/missing,54,2021-06-30,2021-07-02
12-15,85822,2021-06-29,2021-07-01
16-17,63676,2021-06-29,2021-07-01
18-49,1233071,2021-06-29,2021-07-01
50-64,754694,2021-06-29,2021-07-01
65+,760312,2021-06-29,2021-07-01
Unknown/missing,54,2021-06-29,2021-07-01
12-15,83825,2021-06-28,2021-06-30
16-17,62998,2021-06-28,2021-06-30
18-49,1226904,2021-06-28,2021-06-30
50-64,752806,2021-06-28,2021-06-30
65+,760184,2021-06-28,2021-06-30
Unknown/missing,54,2021-06-28,2021-06-30
12-15,82983,2021-06-27,2021-06-29
16-17,62793,2021-06-27,2021-06-29
18-49,1224885,2021-06-27,2021-06-29
50-64,752166,2021-06-27,2021-06-29
65+,759861,2021-06-27,2021-06-29
Unknown/missing,52,2021-06-27,2021-06-29
12-15,82747,2021-06-26,2021-06-28
16-17,62719,2021-06-26,2021-06-28
18-49,1224222,2021-06-26,2021-06-28
50-64,751937,2021-06-26,2021-06-28
65+,759819,2021-06-26,2021-06-28
Unknown/missing,52,2021-06-26,2021-06-28
12-15,81017,2021-06-25,2021-06-27
16-17,61864,2021-06-25,2021-06-27
18-49,1216087,2021-06-25,2021-06-27
50-64,749677,2021-06-25,2021-06-27
65+,759350,2021-06-25,2021-06-27
Unknown/missing,51,2021-06-25,2021-06-27
12-15,79628,2021-06-24,2021-06-26
16-17,61203,2021-06-24,2021-06-26
18-49,1210101,2021-06-24,2021-06-26
50-64,747644,2021-06-24,2021-06-26
65+,758736,2021-06-24,2021-06-26
Unknown/missing,49,2021-06-24,2021-06-26
12-15,77495,2021-06-23,2021-06-25
16-17,60734,2021-06-23,2021-06-25
18-49,1205469,2021-06-23,2021-06-25
50-64,746126,2021-06-23,2021-06-25
65+,758098,2021-06-23,2021-06-25
Unknown/missing,49,2021-06-23,2021-06-25
12-15,75675,2021-06-22,2021-06-24
16-17,60351,2021-06-22,2021-06-24
18-49,1202141,2021-06-22,2021-06-24
50-64,744930,2021-06-22,2021-06-24
65+,757527,2021-06-22,2021-06-24
Unknown/missing,47,2021-06-22,2021-06-24
12-15,74408,2021-06-21,2021-06-23
16-17,60067,2021-06-21,2021-06-23
18-49,1199289,2021-06-21,2021-06-23
50-64,743923,2021-06-21,2021-06-23
65+,757394,2021-06-21,2021-06-23
Unknown/missing,45,2021-06-21,2021-06-23
12-15,73696,2021-06-20,2021-06-22
16-17,59881,2021-06-20,2021-06-22
18-49,1197044,2021-06-20,2021-06-22
50-64,743178,2021-06-20,2021-06-22
65+,757013,2021-06-20,2021-06-22
Unknown/missing,45,2021-06-20,2021-06-22
12-15,73340,2021-06-19,2021-06-21
16-17,59786,2021-06-19,2021-06-21
18-49,1195939,2021-06-19,2021-06-21
50-64,742796,2021-06-19,2021-06-21
65+,756944,2021-06-19,2021-06-21
Unknown/missing,45,2021-06-19,2021-06-21
12-15,71559,2021-06-18,2021-06-20
16-17,59432,2021-06-18,2021-06-20
18-49,1192757,2021-06-18,2021-06-20
50-64,741835,2021-06-18,2021-06-20
65+,756677,2021-06-18,2021-06-20
Unknown/missing,43,2021-06-18,2021-06-20
12-15,68718,2021-06-17,2021-06-19
16-17,58962,2021-06-17,2021-06-19
18-49,1188917,2021-06-17,2021-06-19
50-64,740542,2021-06-17,2021-06-19
65+,756124,2021-06-17,2021-06-19
Unknown/missing,42,2021-06-17,2021-06-19
12-15,65308,2021-06-16,2021-06-18
16-17,58243,2021-06-16,2021-06-18
18-49,1182580,2021-06-16,2021-06-18
50-64,738435,2021-06-16,2021-06-18
65+,755310,2021-06-16,2021-06-18
Unknown/missing,42,2021-06-16,2021-06-18
12-15,61375,2021-06-15,2021-06-17
16-17,57546,2021-06-15,2021-06-17
18-49,1177206,2021-06-15,2021-06-17
50-64,736734,2021-06-15,2021-06-17
65+,754628,2021-06-15,2021-06-17
Unknown/missing,43,2021-06-15,2021-06-17
12-15,56567,2021-06-14,2021-06-16
16-17,56875,2021-06-14,2021-06-16
18-49,1172037,2021-06-14,2021-06-16
50-64,735017,2021-06-14,2021-06-16
65+,754351,2021-06-14,2021-06-16
Unknown/missing,42,2021-06-14,2021-06-16
12-15,51714,2021-06-13,2021-06-15
16-17,56120,2021-06-13,2021-06-15
18-49,1165203,2021-06-13,2021-06-15
50-64,732987,2021-06-13,2021-06-15
65+,753687,2021-06-13,2021-06-15
Unknown/missing,40,2021-06-13,2021-06-15
12-15,50680,2021-06-12,2021-06-14
16-17,55893,2021-06-12,2021-06-14
18-49,1163112,2021-06-12,2021-06-14
50-64,732314,2021-06-12,2021-06-14
65+,753484,2021-06-12,2021-06-14
Unknown/missing,39,2021-06-12,2021-06-14
12-15,47862,2021-06-11,2021-06-13
16-17,55523,2021-06-11,2021-06-13
18-49,1160398,2021-06-11,2021-06-13
50-64,731348,2021-06-11,2021-06-13
65+,753241,2021-06-11,2021-06-13
Unknown/missing,37,2021-06-11,2021-06-13
12-15,42209,2021-06-10,2021-06-12
16-17,54651,2021-06-10,2021-06-12
18-49,1154021,2021-06-10,2021-06-12
50-64,729139,2021-06-10,2021-06-12
65+,752534,2021-06-10,2021-06-12
Unknown/missing,32,2021-06-10,2021-06-12
12-15,35745,2021-06-09,2021-06-11
16-17,53626,2021-06-09,2021-06-11
18-49,1147731,2021-06-09,2021-06-11
50-64,726859,2021-06-09,2021-06-11
65+,751635,2021-06-09,2021-06-11
Unknown/missing,26,2021-06-09,2021-06-11
12-15,27577,2021-06-08,2021-06-10
16-17,52586,2021-06-08,2021-06-10
18-49,1141096,2021-06-08,2021-06-10
50-64,724425,2021-06-08,2021-06-10
65+,750679,2021-06-08,2021-06-10
Unknown/missing,17,2021-06-08,2021-06-10
12-15,21299,2021-06-07,2021-06-09
16-17,51835,2021-06-07,2021-06-09
18-49,1135058,2021-06-07,2021-06-09
50-64,722202,2021-06-07,2021-06-09
65+,750243,2021-06-07,2021-06-09
Unknown/missing,15,2021-06-07,2021-06-09
12-15,16968,2021-06-06,2021-06-08
16-17,51201,2021-06-06,2021-06-08
18-49,1130654,2021-06-06,2021-06-08
50-64,720617,2021-06-06,2021-06-08
65+,749609,2021-06-06,2021-06-08
Unknown/missing,12,2021-06-06,2021-06-08
12-15,13560,2021-06-05,2021-06-07
16-17,50938,2021-06-05,2021-06-07
18-49,1128980,2021-06-05,2021-06-07
50-64,720075,2021-06-05,2021-06-07
65+,749501,2021-06-05,2021-06-07
Unknown/missing,10,2021-06-05,2021-06-07
12-15,7901,2021-06-04,2021-06-06
16-17,50369,2021-06-04,2021-06-06
18-49,1124306,2021-06-04,2021-06-06
50-64,718362,2021-06-04,2021-06-06
65+,749115,2021-06-04,2021-06-06
Unknown/missing,8,2021-06-04,2021-06-06
12-15,2450,2021-06-03,2021-06-05
16-17,49789,2021-06-03,2021-06-05
18-49,1118644,2021-06-03,2021-06-05
50-64,716195,2021-06-03,2021-06-05
65+,748297,2021-06-03,2021-06-05
Unknown/missing,6,2021-06-03,2021-06-05
12-15,435,2021-06-02,2021-06-04
16-17,49140,2021-06-02,2021-06-04
18-49,1112208,2021-06-02,2021-06-04
50-64,713579,2021-06-02,2021-06-04
65+,747223,2021-06-02,2021-06-04
Unknown/missing,5,2021-06-02,2021-06-04
12-15,199,2021-06-01,2021-06-03
16-17,48506,2021-06-01,2021-06-03
18-49,1105470,2021-06-01,2021-06-03
50-64,710712,2021-06-01,2021-06-03
65+,746066,2021-06-01,2021-06-03
Unknown/missing,4,2021-06-01,2021-06-03
12-15,136,2021-05-31,2021-06-02
16-17,48025,2021-05-31,2021-06-02
18-49,1100200,2021-05-31,2021-06-02
50-64,708451,2021-05-31,2021-06-02
65+,745509,2021-05-31,2021-06-02
Unknown/missing,5,2021-05-31,2021-06-02
12-15,127,2021-05-29,2021-06-01
16-17,47789,2021-05-29,2021-06-01
18-49,1096893,2021-05-29,2021-06-01
50-64,707279,2021-05-29,2021-06-01
65+,745240,2021-05-29,2021-06-01
Unknown/missing,5,2021-05-29,2021-06-01
12-15,125,2021-05-28,2021-05-30
16-17,47462,2021-05-28,2021-05-30
18-49,1093250,2021-05-28,2021-05-30
50-64,705927,2021-05-28,2021-05-30
65+,744930,2021-05-28,2021-05-30
Unknown/missing,5,2021-05-28,2021-05-30
12-15,119,2021-05-27,2021-05-29
16-17,46782,2021-05-27,2021-05-29
18-49,1085106,2021-05-27,2021-05-29
50-64,702705,2021-05-27,2021-05-29
65+,743917,2021-05-27,2021-05-29
Unknown/missing,4,2021-05-27,2021-05-29
12-15,117,2021-05-26,2021-05-28
16-17,45731,2021-05-26,2021-05-28
18-49,1075470,2021-05-26,2021-05-28
50-64,698751,2021-05-26,2021-05-28
65+,742617,2021-05-26,2021-05-28
Unknown/missing,4,2021-05-26,2021-05-28
12-15,110,2021-05-25,2021-05-27
16-17,44550,2021-05-25,2021-05-27
18-49,1063346,2021-05-25,2021-05-27
50-64,693866,2021-05-25,2021-05-27
65+,741167,2021-05-25,2021-05-27
Unknown/missing,5,2021-05-25,2021-05-27
12-15,107,2021-05-24,2021-05-26
16-17,43356,2021-05-24,2021-05-26
18-49,1051232,2021-05-24,2021-05-26
50-64,689110,2021-05-24,2021-05-26
65+,740304,2021-05-24,2021-05-26
Unknown/missing,4,2021-05-24,2021-05-26
12-15,107,2021-05-23,2021-05-25
16-17,42698,2021-05-23,2021-05-25
18-49,1044243,2021-05-23,2021-05-25
50-64,686108,2021-05-23,2021-05-25
65+,739298,2021-05-23,2021-05-25
Unknown/missing,4,2021-05-23,2021-05-25
16-17,42381,2021-05-22,2021-05-24
18-49,1040479,2021-05-22,2021-05-24
50-64,684884,2021-05-22,2021-05-24
65+,739029,2021-05-22,2021-05-24
Unknown/missing,110,2021-05-22,2021-05-24
16-17,41314,2021-05-21,2021-05-23
18-49,1030891,2021-05-21,2021-05-23
50-64,681553,2021-05-21,2021-05-23
65+,738376,2021-05-21,2021-05-23
Unknown/missing,103,2021-05-21,2021-05-23
16-17,39528,2021-05-20,2021-05-22
18-49,1017070,2021-05-20,2021-05-22
50-64,676047,2021-05-20,2021-05-22
65+,736774,2021-05-20,2021-05-22
Unknown/missing,90,2021-05-20,2021-05-22
16-17,36992,2021-05-19,2021-05-21
18-49,996359,2021-05-19,2021-05-21
50-64,667997,2021-05-19,2021-05-21
65+,734671,2021-05-19,2021-05-21
Unknown/missing,85,2021-05-19,2021-05-21
16-17,35061,2021-05-18,2021-05-20
18-49,980617,2021-05-18,2021-05-20
50-64,661817,2021-05-18,2021-05-20
65+,732971,2021-05-18,2021-05-20
Unknown/missing,79,2021-05-18,2021-05-20
16-17,32781,2021-05-17,2021-05-19
18-49,956392,2021-05-17,2021-05-19
50-64,651108,2021-05-17,2021-05-19
65+,728996,2021-05-17,2021-05-19
Unknown/missing,69,2021-05-17,2021-05-19
16-17,31602,2021-05-16,2021-05-18
18-49,944043,2021-05-16,2021-05-18
50-64,645895,2021-05-16,2021-05-18
65+,727612,2021-05-16,2021-05-18
Unknown/missing,62,2021-05-16,2021-05-18
16-17,30930,2021-05-15,2021-05-17
18-49,937748,2021-05-15,2021-05-17
50-64,644434,2021-05-15,2021-05-17
65+,727410,2021-05-15,2021-05-17
Unknown/missing,60,2021-05-15,2021-05-17
16-17,29694,2021-05-14,2021-05-16
18-49,927259,2021-05-14,2021-05-16
50-64,641249,2021-05-14,2021-05-16
65+,727235,2021-05-14,2021-05-16
Unknown/missing,58,2021-05-14,2021-05-16
16-17,27612,2021-05-13,2021-05-15
18-49,907450,2021-05-13,2021-05-15
50-64,633352,2021-05-13,2021-05-15
65+,725532,2021-05-13,2021-05-15
Unknown/missing,54,2021-05-13,2021-05-15
16-17,25802,2021-05-12,2021-05-14
18-49,886682,2021-05-12,2021-05-14
50-64,624314,2021-05-12,2021-05-14
65+,723171,2021-05-12,2021-05-14
Unknown/missing,50,2021-05-12,2021-05-14
16-17,24290,2021-05-11,2021-05-13
18-49,867959,2021-05-11,2021-05-13
50-64,615466,2021-05-11,2021-05-13
65+,721267,2021-05-11,2021-05-13
Unknown/missing,45,2021-05-11,2021-05-13
16-17,22884,2021-05-10,2021-05-12
18-49,850372,2021-05-10,2021-05-12
50-64,606447,2021-05-10,2021-05-12
65+,719797,2021-05-10,2021-05-12
Unknown/missing,44,2021-05-10,2021-05-12
16-17,22072,2021-05-09,2021-05-11
18-49,837498,2021-05-09,2021-05-11
50-64,598701,2021-05-09,2021-05-11
65+,718223,2021-05-09,2021-05-11
Unknown/missing,40,2021-05-09,2021-05-11
16-17,21174,2021-05-08,2021-05-10
18-49,828495,2021-05-08,2021-05-10
50-64,596187,2021-05-08,2021-05-10
65+,717968,2021-05-08,2021-05-10
Unknown/missing,40,2021-05-08,2021-05-10
16-17,20017,2021-05-07,2021-05-09
18-49,813987,2021-05-07,2021-05-09
50-64,589591,2021-05-07,2021-05-09
65+,717198,2021-05-07,2021-05-09
Unknown/missing,39,2021-05-07,2021-05-09
16-17,18003,2021-05-06,2021-05-08
18-49,793265,2021-05-06,2021-05-08
50-64,579026,2021-05-06,2021-05-08
65+,716154,2021-05-06,2021-05-08
Unknown/missing,38,2021-05-06,2021-05-08
16-17,16529,2021-05-05,2021-05-07
18-49,771868,2021-05-05,2021-05-07
50-64,567378,2021-05-05,2021-05-07
65+,713966,2021-05-05,2021-05-07
Unknown/missing,38,2021-05-05,2021-05-07
16-17,14899,2021-05-04,2021-05-06
18-49,751722,2021-05-04,2021-05-06
50-64,556773,2021-05-04,2021-05-06
65+,711895,2021-05-04,2021-05-06
Unknown/missing,36,2021-05-04,2021-05-06
16-17,13900,2021-05-03,2021-05-05
18-49,737265,2021-05-03,2021-05-05
50-64,546501,2021-05-03,2021-05-05
65+,709969,2021-05-03,2021-05-05
Unknown/missing,33,2021-05-03,2021-05-05
16-17,13447,2021-05-02,2021-05-04
18-49,729810,2021-05-02,2021-05-04
50-64,539881,2021-05-02,2021-05-04
65+,708644,2021-05-02,2021-05-04
Unknown/missing,33,2021-05-02,2021-05-04
16-17,13135,2021-05-01,2021-05-03
18-49,724486,2021-05-01,2021-05-03
50-64,538377,2021-05-01,2021-05-03
65+,708486,2021-05-01,2021-05-03
Unknown/missing,33,2021-05-01,2021-05-03
16-17,12580,2021-04-30,2021-05-02
18-49,716971,2021-04-30,2021-05-02
50-64,535262,2021-04-30,2021-05-02
65+,708042,2021-04-30,2021-05-02
Unknown/missing,33,2021-04-30,2021-05-02
16-17,11370,2021-04-29,2021-05-01
18-49,696974,2021-04-29,2021-05-01
50-64,523916,2021-04-29,2021-05-01
65+,705952,2021-04-29,2021-05-01
Unknown/missing,29,2021-04-29,2021-05-01
16-17,10021,2021-04-28,2021-04-30
18-49,671539,2021-04-28,2021-04-30
50-64,508787,2021-04-28,2021-04-30
65+,703141,2021-04-28,2021-04-30
Unknown/missing,28,2021-04-28,2021-04-30
16-17,8944,2021-04-27,2021-04-29
18-49,651695,2021-04-27,2021-04-29
50-64,495934,2021-04-27,2021-04-29
65+,700591,2021-04-27,2021-04-29
Unknown/missing,27,2021-04-27,2021-04-29
16-17,8249,2021-04-26,2021-04-28
18-49,639592,2021-04-26,2021-04-28
50-64,487305,2021-04-26,2021-04-28
65+,698546,2021-04-26,2021-04-28
Unknown/missing,27,2021-04-26,2021-04-28
16-17,7780,2021-04-25,2021-04-27
18-49,628770,2021-04-25,2021-04-27
50-64,477905,2021-04-25,2021-04-27
65+,696692,2021-04-25,2021-04-27
Unknown/missing,24,2021-04-25,2021-04-27
16-17,7594,2021-04-24,2021-04-26
18-49,625099,2021-04-24,2021-04-26
50-64,476525,2021-04-24,2021-04-26
65+,696539,2021-04-24,2021-04-26
Unknown/missing,24,2021-04-24,2021-04-26
16-17,7131,2021-04-23,2021-04-25
18-49,615358,2021-04-23,2021-04-25
50-64,469913,2021-04-23,2021-04-25
65+,695682,2021-04-23,2021-04-25
Unknown/missing,23,2021-04-23,2021-04-25
16-17,6320,2021-04-22,2021-04-24
18-49,593881,2021-04-22,2021-04-24
50-64,452461,2021-04-22,2021-04-24
65+,692655,2021-04-22,2021-04-24
Unknown/missing,20,2021-04-22,2021-04-24
16-17,5655,2021-04-21,2021-04-23
18-49,577968,2021-04-21,2021-04-23
50-64,437990,2021-04-21,2021-04-23
65+,689776,2021-04-21,2021-04-23
Unknown/missing,19,2021-04-21,2021-04-23
16-17,5106,2021-04-20,2021-04-22
18-49,561078,2021-04-20,2021-04-22
50-64,422131,2021-04-20,2021-04-22
65+,686432,2021-04-20,2021-04-22
Unknown/missing,18,2021-04-20,2021-04-22
16-17,4605,2021-04-19,2021-04-21
18-49,549359,2021-04-19,2021-04-21
50-64,410587,2021-04-19,2021-04-21
65+,683742,2021-04-19,2021-04-21
Unknown/missing,18,2021-04-19,2021-04-21
16-17,4449,2021-04-18,2021-04-20
18-49,542269,2021-04-18,2021-04-20
50-64,402494,2021-04-18,2021-04-20
65+,681770,2021-04-18,2021-04-20
Unknown/missing,17,2021-04-18,2021-04-20
16-17,4391,2021-04-17,2021-04-19
18-49,539560,2021-04-17,2021-04-19
50-64,400392,2021-04-17,2021-04-19
65+,681440,2021-04-17,2021-04-19
Unknown/missing,17,2021-04-17,2021-04-19
16-17,4072,2021-04-16,2021-04-18
18-49,527788,2021-04-16,2021-04-18
50-64,389426,2021-04-16,2021-04-18
65+,679584,2021-04-16,2021-04-18
Unknown/missing,17,2021-04-16,2021-04-18
16-17,3669,2021-04-15,2021-04-17
18-49,511794,2021-04-15,2021-04-17
50-64,372644,2021-04-15,2021-04-17
65+,675090,2021-04-15,2021-04-17
Unknown/missing,13,2021-04-15,2021-04-17
16-17,3328,2021-04-14,2021-04-16
18-49,493097,2021-04-14,2021-04-16
50-64,353271,2021-04-14,2021-04-16
65+,670330,2021-04-14,2021-04-16
Unknown/missing,14,2021-04-14,2021-04-16
16-17,3066,2021-04-13,2021-04-15
18-49,479291,2021-04-13,2021-04-15
50-64,339528,2021-04-13,2021-04-15
65+,666218,2021-04-13,2021-04-15
Unknown/missing,13,2021-04-13,2021-04-15
16-17,2887,2021-04-12,2021-04-14
18-49,467276,2021-04-12,2021-04-14
50-64,329144,2021-04-12,2021-04-14
65+,661486,2021-04-12,2021-04-14
Unknown/missing,13,2021-04-12,2021-04-14
16-17,2779,2021-04-11,2021-04-13
18-49,454452,2021-04-11,2021-04-13
50-64,319493,2021-04-11,2021-04-13
65+,658500,2021-04-11,2021-04-13
Unknown/missing,12,2021-04-11,2021-04-13
16-17,2675,2021-04-10,2021-04-12
18-49,445526,2021-04-10,2021-04-12
50-64,314448,2021-04-10,2021-04-12
65+,657669,2021-04-10,2021-04-12
Unknown/missing,10,2021-04-10,2021-04-12
16-17,2511,2021-04-09,2021-04-11
18-49,427330,2021-04-09,2021-04-11
50-64,302570,2021-04-09,2021-04-11
65+,654348,2021-04-09,2021-04-11
Unknown/missing,7,2021-04-09,2021-04-11
16-17,2271,2021-04-08,2021-04-10
18-49,401714,2021-04-08,2021-04-10
50-64,282833,2021-04-08,2021-04-10
65+,647174,2021-04-08,2021-04-10
Unknown/missing,6,2021-04-08,2021-04-10
16-17,2076,2021-04-07,2021-04-09
18-49,382048,2021-04-07,2021-04-09
50-64,263932,2021-04-07,2021-04-09
65+,637862,2021-04-07,2021-04-09
Unknown/missing,7,2021-04-07,2021-04-09
16-17,1865,2021-04-06,2021-04-08
18-49,367649,2021-04-06,2021-04-08
50-64,247714,2021-04-06,2021-04-08
65+,629809,2021-04-06,2021-04-08
Unknown/missing,8,2021-04-06,2021-04-08
16-17,1665,2021-04-05,2021-04-07
18-49,358263,2021-04-05,2021-04-07
50-64,239174,2021-04-05,2021-04-07
65+,619382,2021-04-05,2021-04-07
Unknown/missing,8,2021-04-05,2021-04-07
16-17,1531,2021-04-04,2021-04-06
18-49,346979,2021-04-04,2021-04-06
50-64,230399,2021-04-04,2021-04-06
65+,613134,2021-04-04,2021-04-06
Unknown/missing,8,2021-04-04,2021-04-06
16-17,1365,2021-04-02,2021-04-05
18-49,334575,2021-04-02,2021-04-05
50-64,221794,2021-04-02,2021-04-05
65+,606448,2021-04-02,2021-04-05
Unknown/missing,5,2021-04-02,2021-04-05
16-17,1252,2021-04-01,2021-04-03
18-49,324472,2021-04-01,2021-04-03
50-64,212421,2021-04-01,2021-04-03
65+,591713,2021-04-01,2021-04-03
Unknown/missing,5,2021-04-01,2021-04-03
16-17,1109,2021-03-31,2021-04-02
18-49,313343,2021-03-31,2021-04-02
50-64,200946,2021-03-31,2021-04-02
65+,572929,2021-03-31,2021-04-02
Unknown/missing,5,2021-03-31,2021-04-02
16-17,1031,2021-03-30,2021-04-01
18-49,305866,2021-03-30,2021-04-01
50-64,193684,2021-03-30,2021-04-01
65+,557263,2021-03-30,2021-04-01
Unknown/missing,4,2021-03-30,2021-04-01
16-17,994,2021-03-29,2021-03-31
18-49,298709,2021-03-29,2021-03-31
50-64,187600,2021-03-29,2021-03-31
65+,544442,2021-03-29,2021-03-31
Unknown/missing,4,2021-03-29,2021-03-31
16-17,973,2021-03-28,2021-03-30
18-49,293363,2021-03-28,2021-03-30
50-64,184322,2021-03-28,2021-03-30
65+,524652,2021-03-28,2021-03-30
Unknown/missing,6,2021-03-28,2021-03-30
16-17,950,2021-03-27,2021-03-29
18-49,289941,2021-03-27,2021-03-29
50-64,181709,2021-03-27,2021-03-29
65+,518250,2021-03-27,2021-03-29
Unknown/missing,4,2021-03-27,2021-03-29
16-17,927,2021-03-26,2021-03-28
18-49,286395,2021-03-26,2021-03-28
50-64,179384,2021-03-26,2021-03-28
65+,509351,2021-03-26,2021-03-28
Unknown/missing,4,2021-03-26,2021-03-28
16-17,907,2021-03-25,2021-03-27
18-49,277629,2021-03-25,2021-03-27
50-64,173143,2021-03-25,2021-03-27
65+,484540,2021-03-25,2021-03-27
Unknown/missing,3,2021-03-25,2021-03-27
16-17,886,2021-03-24,2021-03-26
18-49,271417,2021-03-24,2021-03-26
50-64,168056,2021-03-24,2021-03-26
65+,462826,2021-03-24,2021-03-26
Unknown/missing,3,2021-03-24,2021-03-26
16-17,864,2021-03-23,2021-03-25
18-49,266134,2021-03-23,2021-03-25
50-64,163921,2021-03-23,2021-03-25
65+,447548,2021-03-23,2021-03-25
Unknown/missing,2,2021-03-23,2021-03-25
16-17,850,2021-03-22,2021-03-24
18-49,262995,2021-03-22,2021-03-24
50-64,161685,2021-03-22,2021-03-24
65+,437423,2021-03-22,2021-03-24
Unknown/missing,2,2021-03-22,2021-03-24
16-17,842,2021-03-21,2021-03-23
18-49,261671,2021-03-21,2021-03-23
50-64,160602,2021-03-21,2021-03-23
65+,431710,2021-03-21,2021-03-23
Unknown/missing,2,2021-03-21,2021-03-23
16-17,835,2021-03-20,2021-03-22
18-49,260825,2021-03-20,2021-03-22
50-64,159739,2021-03-20,2021-03-22
