date,percent_available,region_name,bed_type,total_capacity,total_available,in_use,percent_in_use,report_date
2023-01-27,0.25,South Central,Pediatrics,4,1,3,0.75,2023-11-09
2022-05-31,0.310344828,Central,Pediatrics,29,9,20,0.689655172,2023-11-09
2021-12-28,0.035714286,Central,Pediatrics,28,1,27,0.964285714,2023-11-09
2022-04-12,0.2,Central,Pediatric Intensive Care Unit,5,1,4,0.8,2023-11-09
2021-12-21,0.031746032,Southeast,Pediatrics,63,2,61,0.968253968,2023-11-09
2021-04-24,0.285714286,Northwest,Pediatrics,7,2,5,0.714285714,2023-11-09
2022-07-15,0.25732899,South Central,Medical and Surgical,307,79,228,0.74267101,2023-11-09
2022-07-17,0.055555556,Southwest,Pediatrics,18,1,17,0.944444444,2023-11-09
2022-10-20,0.25,West Central,Pediatrics,8,2,6,0.75,2023-11-09
2022-07-09,0.055555556,Southwest,Pediatrics,18,1,17,0.944444444,2023-11-09
2023-04-07,0.125,Southwest,Pediatrics,16,2,14,0.875,2023-11-09
2021-04-17,0.076923077,Southeast,Pediatrics,65,5,60,0.923076923,2023-11-09
2023-04-26,0.201923077,Central,Adult Intensive Care Unit,104,21,83,0.798076923,2023-11-09
2021-01-24,0.172714078,Northeast,Medical and Surgical,689,119,570,0.827285922,2023-11-09
2022-05-16,0.013137316,Metro,Medical and Surgical,3197,42,3155,0.986862684,2023-11-09
2021-11-27,0.288629738,Southwest,Medical and Surgical,343,99,244,0.711370262,2023-11-09
2020-12-18,0.138461538,Southeast,Pediatrics,65,9,56,0.861538462,2023-11-09
2022-12-07,0.25,West Central,Pediatrics,8,2,6,0.75,2023-11-09
2022-05-24,1,South Central,Pediatrics,4,4,0,0,2023-11-09
2021-11-02,0.040723982,Southeast,Medical and Surgical,1105,45,1060,0.959276018,2023-11-09
2023-10-12,0.163461538,Central,Adult Intensive Care Unit,104,17,87,0.836538462,2023-11-09
2022-11-13,0.205882353,Northeast,Pediatrics,34,7,27,0.794117647,2023-11-09
2020-09-15,0.083333333,Southeast,Pediatric Intensive Care Unit,24,2,22,0.916666667,2023-11-09
2021-11-04,0.019011407,Metro,Adult Intensive Care Unit,526,10,516,0.980988593,2023-11-09
2021-09-08,0.047619048,Southeast,Pediatrics,63,3,60,0.952380952,2023-11-09
2022-04-19,0.111111111,Southeast,Pediatrics,63,7,56,0.888888889,2023-11-09
2023-08-09,0.25,Central,Pediatric Intensive Care Unit,4,1,3,0.75,2023-11-09
2023-03-27,0.267100977,South Central,Medical and Surgical,307,82,225,0.732899023,2023-11-09
2020-09-21,0.4375,Northwest,Adult Intensive Care Unit,32,14,18,0.5625,2023-11-09
2021-11-25,0.062773723,Northeast,Medical and Surgical,685,43,642,0.937226277,2023-11-09
2021-12-26,0.071521456,Central,Medical and Surgical,769,55,714,0.928478544,2023-11-09
2021-08-12,0,South Central,Pediatrics,8,0,8,1,2023-11-09
2022-01-07,0.054545455,Metro,Pediatric Intensive Care Unit,110,6,104,0.945454545,2023-11-09
2021-07-21,0.5,Southwest,Pediatrics,12,6,6,0.5,2023-11-09
2021-05-22,0.101694915,Metro,Pediatrics,354,36,318,0.898305085,2023-11-09
2020-10-30,0.333333333,Southwest,Pediatrics,12,4,8,0.666666667,2023-11-09
2022-11-16,0.249201278,Southwest,Medical and Surgical,313,78,235,0.750798722,2023-11-09
2022-11-21,0.086206897,Northeast,Medical and Surgical,696,60,636,0.913793103,2023-11-09
2022-08-26,0.4,Northwest,Pediatrics,15,6,9,0.6,2023-11-09
2020-10-06,0.375,Northwest,Adult Intensive Care Unit,32,12,20,0.625,2023-11-09
2022-12-23,0.088888889,Southeast,Pediatrics,45,4,41,0.911111111,2023-11-09
2021-11-03,0.1,West Central,Pediatrics,10,1,9,0.9,2023-11-09
2023-02-18,0.027272727,Metro,Pediatric Intensive Care Unit,110,3,107,0.972727273,2023-11-09
2020-11-21,0,South Central,Pediatrics,8,0,8,1,2023-11-09
2023-07-27,0.206896552,Central,Pediatrics,29,6,23,0.793103448,2023-11-09
2020-12-23,0.140442133,Central,Medical and Surgical,769,108,661,0.859557867,2023-11-09
2020-09-10,0.375,Northwest,Adult Intensive Care Unit,32,12,20,0.625,2023-11-09
2021-02-28,0.9,West Central,Pediatrics,10,9,1,0.1,2023-11-09
2021-10-02,0.436842105,West Central,Medical and Surgical,190,83,107,0.563157895,2023-11-09
2022-01-27,0,South Central,Pediatrics,8,0,8,1,2023-11-09
2021-08-04,0.016116035,Metro,Medical and Surgical,3723,60,3663,0.983883965,2023-11-09
2021-02-04,1,West Central,Pediatrics,10,10,0,0,2023-11-09
2023-02-18,0.2,Northwest,Pediatrics,20,4,16,0.8,2023-11-09
2022-02-04,0.01457245,Metro,Medical and Surgical,3637,53,3584,0.98542755,2023-11-09
2021-04-22,0.149544863,Central,Medical and Surgical,769,115,654,0.850455137,2023-11-09
2022-10-24,0.027504912,Metro,Adult Intensive Care Unit,509,14,495,0.972495088,2023-11-09
2021-10-02,0.285714286,Northeast,Pediatrics,42,12,30,0.714285714,2023-11-09
2021-11-27,0.19047619,Northeast,Pediatrics,42,8,34,0.80952381,2023-11-09
2021-01-27,0.428571429,Northeast,Pediatrics,42,18,24,0.571428571,2023-11-09
2023-01-14,0.042105263,Metro,Pediatrics,285,12,273,0.957894737,2023-11-09
2022-12-16,0.154545455,Northwest,Medical and Surgical,220,34,186,0.845454545,2023-11-09
2022-05-30,0.333333333,Northwest,Pediatrics,15,5,10,0.666666667,2023-11-09
2021-09-02,0.2,Central,Pediatric Intensive Care Unit,5,1,4,0.8,2023-11-09
2021-09-13,0.087126138,Central,Medical and Surgical,769,67,702,0.912873862,2023-11-09
2021-06-21,0.264705882,Central,Adult Intensive Care Unit,102,27,75,0.735294118,2023-11-09
2022-02-06,0.333333333,Southwest,Pediatrics,12,4,8,0.666666667,2023-11-09
2021-10-26,0,West Central,Pediatrics,10,0,10,1,2023-11-09
2021-05-16,0.029008864,Metro,Medical and Surgical,3723,108,3615,0.970991136,2023-11-09
2021-02-16,0.120361991,Southeast,Medical and Surgical,1105,133,972,0.879638009,2023-11-09
2022-10-04,0,Southeast,Pediatrics,45,0,45,1,2023-11-09
2021-03-08,0.428571429,Northeast,Pediatrics,42,18,24,0.571428571,2023-11-09
2023-09-04,0.316939891,West Central,Medical and Surgical,183,58,125,0.683060109,2023-11-09
2020-11-29,0.027122322,Metro,Medical and Surgical,3687,100,3587,0.972877678,2023-11-09
2023-07-29,0.306010929,West Central,Medical and Surgical,183,56,127,0.693989071,2023-11-09
2021-11-04,0.148471616,Northwest,Medical and Surgical,229,34,195,0.851528384,2023-11-09
2023-06-29,0.25,Central,Pediatric Intensive Care Unit,4,1,3,0.75,2023-11-09
2023-06-25,0.088888889,Southeast,Pediatrics,45,4,41,0.911111111,2023-11-09
2021-06-03,0.333333333,Southwest,Pediatrics,12,4,8,0.666666667,2023-11-09
2023-05-01,0.05,Northwest,Pediatrics,20,1,19,0.95,2023-11-09
2021-02-14,0.067474048,Metro,Adult Intensive Care Unit,578,39,539,0.932525952,2023-11-09
2022-02-11,0.200542005,South Central,Medical and Surgical,369,74,295,0.799457995,2023-11-09
2020-11-01,0.142857143,Central,Pediatrics,28,4,24,0.857142857,2023-11-09
2022-10-26,0.023877746,Southeast,Medical and Surgical,1047,25,1022,0.976122254,2023-11-09
2021-05-24,0,South Central,Pediatrics,8,0,8,1,2023-11-09
2021-01-22,0.273743017,Southwest,Medical and Surgical,358,98,260,0.726256983,2023-11-09
2022-06-15,0.125,Central,Adult Intensive Care Unit,104,13,91,0.875,2023-11-09
2022-11-21,0.2247557,South Central,Medical and Surgical,307,69,238,0.7752443,2023-11-09
2023-04-02,0.300546448,West Central,Medical and Surgical,183,55,128,0.699453552,2023-11-09
2022-12-13,0.05,Northwest,Pediatrics,20,1,19,0.95,2023-11-09
2020-10-23,0.157692308,Central,Medical and Surgical,780,123,657,0.842307692,2023-11-09
2022-02-11,0.097810219,Northeast,Medical and Surgical,685,67,618,0.902189781,2023-11-09
2021-06-12,0.149544863,Central,Medical and Surgical,769,115,654,0.850455137,2023-11-09
2022-08-09,0.021012416,Southeast,Medical and Surgical,1047,22,1025,0.978987584,2023-11-09
2022-06-17,0.088888889,Southeast,Pediatrics,45,4,41,0.911111111,2023-11-09
2021-09-18,0.166666667,Southwest,Pediatrics,12,2,10,0.833333333,2023-11-09
2021-03-28,0.178571429,Central,Pediatrics,28,5,23,0.821428571,2023-11-09
2020-09-06,0.117907801,Southeast,Medical and Surgical,1128,133,995,0.882092199,2023-11-09
2023-04-17,0.244444444,Southeast,Pediatrics,45,11,34,0.755555556,2023-11-09
2023-08-13,0.059649123,Metro,Pediatrics,285,17,268,0.940350877,2023-11-09
2023-05-02,0,Central,Pediatric Intensive Care Unit,4,0,4,1,2023-11-09
2021-01-27,0.125,South Central,Pediatrics,8,1,7,0.875,2023-11-09
2023-07-17,0.05,Northwest,Pediatrics,20,1,19,0.95,2023-11-09
2022-03-03,0.071614583,Central,Medical and Surgical,768,55,713,0.928385417,2023-11-09
2022-04-06,0.165048544,Central,Adult Intensive Care Unit,103,17,86,0.834951456,2023-11-09
2021-11-19,0.006873797,Metro,Medical and Surgical,3637,25,3612,0.993126203,2023-11-09
2023-02-04,0.034482759,Central,Pediatrics,29,1,28,0.965517241,2023-11-09
2020-10-01,0.065989848,Southeast,Adult Intensive Care Unit,197,13,184,0.934010152,2023-11-09
2021-08-12,0.261904762,Northeast,Pediatrics,42,11,31,0.738095238,2023-11-09
2021-03-08,0,South Central,Pediatrics,8,0,8,1,2023-11-09
2022-01-27,0.19047619,Northeast,Pediatrics,42,8,34,0.80952381,2023-11-09
2020-09-18,0.111675127,Southeast,Adult Intensive Care Unit,197,22,175,0.888324873,2023-11-09
2021-11-27,0,South Central,Pediatrics,8,0,8,1,2023-11-09
2022-10-26,0.285714286,Northwest,Pediatrics,14,4,10,0.714285714,2023-11-09
2021-07-24,0.473684211,West Central,Medical and Surgical,190,90,100,0.526315789,2023-11-09
2022-03-06,0.170305677,Northwest,Medical and Surgical,229,39,190,0.829694323,2023-11-09
2023-11-05,0.366120219,West Central,Medical and Surgical,183,67,116,0.633879781,2023-11-09
2021-01-19,0.032818009,Metro,Medical and Surgical,3687,121,3566,0.967181991,2023-11-09
2022-01-01,0.054545455,Metro,Pediatric Intensive Care Unit,110,6,104,0.945454545,2023-11-09
2021-10-02,0,South Central,Pediatrics,8,0,8,1,2023-11-09
2021-08-20,0.7,West Central,Pediatrics,10,7,3,0.3,2023-11-09
2021-03-16,0.032275563,Metro,Medical and Surgical,3687,119,3568,0.967724437,2023-11-09
2021-01-25,0.206214689,Metro,Pediatrics,354,73,281,0.793785311,2023-11-09
2022-08-12,0.2,Southeast,Pediatrics,45,9,36,0.8,2023-11-09
2020-11-21,0.357142857,Northeast,Pediatrics,42,15,27,0.642857143,2023-11-09
2023-03-30,0.049122807,Metro,Pediatrics,285,14,271,0.950877193,2023-11-09
2021-10-10,0.01320132,Metro,Medical and Surgical,3636,48,3588,0.98679868,2023-11-09
2021-05-24,0.238095238,Northeast,Pediatrics,42,10,32,0.761904762,2023-11-09
2023-03-08,0.088888889,Southeast,Pediatrics,45,4,41,0.911111111,2023-11-09
2021-02-23,0.284313725,Central,Adult Intensive Care Unit,102,29,73,0.715686275,2023-11-09
2020-12-15,0.8,West Central,Pediatrics,10,8,2,0.2,2023-11-09
2020-10-13,0.084219858,Southeast,Medical and Surgical,1128,95,1033,0.915780142,2023-11-09
2020-09-11,0.098870056,Metro,Pediatrics,354,35,319,0.901129944,2023-11-09
2020-11-09,0.413978495,Southwest,Medical and Surgical,372,154,218,0.586021505,2023-11-09
2021-04-30,1,West Central,Pediatrics,10,10,0,0,2023-11-09
2022-07-17,0.335423197,Southwest,Medical and Surgical,319,107,212,0.664576803,2023-11-09
2021-01-13,0,Southwest,Pediatrics,12,0,12,1,2023-11-09
2021-11-25,0.165311653,South Central,Medical and Surgical,369,61,308,0.834688347,2023-11-09
2023-02-28,0.154545455,Northwest,Medical and Surgical,220,34,186,0.845454545,2023-11-09
2021-03-26,0.166666667,Southwest,Pediatrics,12,2,10,0.833333333,2023-11-09
2020-10-15,0.027444254,Metro,Adult Intensive Care Unit,583,16,567,0.972555746,2023-11-09
2021-06-28,0.11573472,Central,Medical and Surgical,769,89,680,0.88426528,2023-11-09
2022-12-26,0.072727273,Metro,Pediatric Intensive Care Unit,110,8,102,0.927272727,2023-11-09
2022-04-09,0.428571429,Northwest,Pediatrics,7,3,4,0.571428571,2023-11-09
2021-08-23,0.2,Central,Pediatric Intensive Care Unit,5,1,4,0.8,2023-11-09
2023-03-27,0.129310345,Northeast,Medical and Surgical,696,90,606,0.870689655,2023-11-09
2022-01-19,0,West Central,Pediatrics,10,0,10,1,2023-11-09
2022-08-11,0.025540275,Metro,Adult Intensive Care Unit,509,13,496,0.974459725,2023-11-09
2021-12-15,0.25,Southwest,Pediatrics,12,3,9,0.75,2023-11-09
2020-09-04,0.051457976,Metro,Adult Intensive Care Unit,583,30,553,0.948542024,2023-11-09
2023-04-08,0.046153846,Southeast,Adult Intensive Care Unit,195,9,186,0.953846154,2023-11-09
2022-10-29,0.102011494,Northeast,Medical and Surgical,696,71,625,0.897988506,2023-11-09
2020-09-27,0.9,West Central,Pediatrics,10,9,1,0.1,2023-11-09
2021-08-06,0.070707071,Southeast,Adult Intensive Care Unit,198,14,184,0.929292929,2023-11-09
2021-07-11,0.106060606,Southeast,Adult Intensive Care Unit,198,21,177,0.893939394,2023-11-09
2021-03-20,0.344827586,Northwest,Adult Intensive Care Unit,29,10,19,0.655172414,2023-11-09
2021-04-15,0.379310345,Northwest,Adult Intensive Care Unit,29,11,18,0.620689655,2023-11-09
2021-01-25,0.41322314,Northwest,Medical and Surgical,242,100,142,0.58677686,2023-11-09
2022-12-02,0.029608405,Southeast,Medical and Surgical,1047,31,1016,0.970391595,2023-11-09
2022-05-08,0.24137931,Northwest,Adult Intensive Care Unit,29,7,22,0.75862069,2023-11-09
2023-09-04,0.25,Northwest,Pediatrics,20,5,15,0.75,2023-11-09
2020-09-01,0.367245658,South Central,Medical and Surgical,403,148,255,0.632754342,2023-11-09
2021-12-26,0.112044818,Metro,Pediatrics,357,40,317,0.887955182,2023-11-09
2023-05-12,0.056410256,Southeast,Adult Intensive Care Unit,195,11,184,0.943589744,2023-11-09
2023-05-29,0.097435897,Southeast,Adult Intensive Care Unit,195,19,176,0.902564103,2023-11-09
2023-07-14,0.130434783,Southeast,Pediatric Intensive Care Unit,23,3,20,0.869565217,2023-11-09
2021-02-05,0.164005806,Northeast,Medical and Surgical,689,113,576,0.835994194,2023-11-09
2023-04-06,0.153846154,Central,Adult Intensive Care Unit,104,16,88,0.846153846,2023-11-09
2021-02-27,0.494736842,West Central,Medical and Surgical,190,94,96,0.505263158,2023-11-09
2020-10-26,0.347394541,South Central,Medical and Surgical,403,140,263,0.652605459,2023-11-09
2021-10-27,0.125,Southeast,Pediatric Intensive Care Unit,24,3,21,0.875,2023-11-09
2022-12-04,0.021611002,Metro,Adult Intensive Care Unit,509,11,498,0.978388998,2023-11-09
2022-04-04,0.206896552,Northwest,Adult Intensive Care Unit,29,6,23,0.793103448,2023-11-09
2023-06-25,0.130434783,Southeast,Pediatric Intensive Care Unit,23,3,20,0.869565217,2023-11-09
2021-10-25,0.142857143,Central,Pediatrics,28,4,24,0.857142857,2023-11-09
2022-09-02,0.027272727,Metro,Pediatric Intensive Care Unit,110,3,107,0.972727273,2023-11-09
2022-03-18,0.310344828,Northwest,Adult Intensive Care Unit,29,9,20,0.689655172,2023-11-09
2021-04-06,0.2,Central,Pediatric Intensive Care Unit,5,1,4,0.8,2023-11-09
2021-11-24,0.001901141,Metro,Adult Intensive Care Unit,526,1,525,0.998098859,2023-11-09
2022-04-25,0.103448276,Northwest,Adult Intensive Care Unit,29,3,26,0.896551724,2023-11-09
2021-11-15,0.253644315,Southwest,Medical and Surgical,343,87,256,0.746355685,2023-11-09
2022-08-04,0.263843648,South Central,Medical and Surgical,307,81,226,0.736156352,2023-11-09
2023-11-02,0.288888889,Southeast,Pediatrics,45,13,32,0.711111111,2023-11-09
2023-10-24,0.144230769,Central,Adult Intensive Care Unit,104,15,89,0.855769231,2023-11-09
2022-05-02,0.2,Central,Pediatric Intensive Care Unit,5,1,4,0.8,2023-11-09
2021-10-08,0.041666667,Southeast,Pediatric Intensive Care Unit,24,1,23,0.958333333,2023-11-09
2023-06-10,0.434782609,Southeast,Pediatric Intensive Care Unit,23,10,13,0.565217391,2023-11-09
2021-03-03,0.413793103,Northwest,Adult Intensive Care Unit,29,12,17,0.586206897,2023-11-09
2022-03-25,0.252631579,West Central,Medical and Surgical,190,48,142,0.747368421,2023-11-09
2021-11-22,0.044343891,Southeast,Medical and Surgical,1105,49,1056,0.955656109,2023-11-09
2021-04-02,0.448275862,Northwest,Adult Intensive Care Unit,29,13,16,0.551724138,2023-11-09
2021-07-24,0.095959596,Southeast,Adult Intensive Care Unit,198,19,179,0.904040404,2023-11-09
2021-07-12,0.225490196,Central,Adult Intensive Care Unit,102,23,79,0.774509804,2023-11-09
2020-09-30,0.218181818,Metro,Pediatric Intensive Care Unit,110,24,86,0.781818182,2023-11-09
2023-04-21,0.071794872,Southeast,Adult Intensive Care Unit,195,14,181,0.928205128,2023-11-09
2021-09-12,0.125,Southeast,Pediatric Intensive Care Unit,24,3,21,0.875,2023-11-09
2021-09-27,0.041666667,Southeast,Pediatric Intensive Care Unit,24,1,23,0.958333333,2023-11-09
2021-08-23,0.065656566,Southeast,Adult Intensive Care Unit,198,13,185,0.934343434,2023-11-09
2020-11-22,0.118181818,Metro,Pediatric Intensive Care Unit,110,13,97,0.881818182,2023-11-09
2022-06-10,0.063157895,Metro,Pediatrics,285,18,267,0.936842105,2023-11-09
2022-08-03,0.137931034,Central,Pediatrics,29,4,25,0.862068966,2023-11-09
2020-09-19,0.261904762,Northeast,Pediatrics,42,11,31,0.738095238,2023-11-09
2022-12-13,0.230031949,Southwest,Medical and Surgical,313,72,241,0.769968051,2023-11-09
2023-08-02,0.304347826,Southeast,Pediatric Intensive Care Unit,23,7,16,0.695652174,2023-11-09
2022-11-05,0.23580786,Northwest,Medical and Surgical,229,54,175,0.76419214,2023-11-09
2021-02-19,0.088687783,Southeast,Medical and Surgical,1105,98,1007,0.911312217,2023-11-09
2020-09-26,0.178947368,Northeast,Adult Intensive Care Unit,95,17,78,0.821052632,2023-11-09
2020-10-19,0.6,West Central,Adult Intensive Care Unit,20,12,8,0.4,2023-11-09
2022-03-12,0.288629738,Southwest,Medical and Surgical,343,99,244,0.711370262,2023-11-09
2020-11-06,0.1,Central,Medical and Surgical,780,78,702,0.9,2023-11-09
2022-08-13,0.182692308,Central,Adult Intensive Care Unit,104,19,85,0.817307692,2023-11-09
2023-07-07,0.172727273,Northwest,Medical and Surgical,220,38,182,0.827272727,2023-11-09
2020-11-27,0.8,West Central,Pediatrics,10,8,2,0.2,2023-11-09
2020-09-10,0.310679612,Central,Adult Intensive Care Unit,103,32,71,0.689320388,2023-11-09
2022-03-29,0.084033613,Metro,Pediatrics,357,30,327,0.915966387,2023-11-09
2022-04-02,0.079638009,Southeast,Medical and Surgical,1105,88,1017,0.920361991,2023-11-09
2021-11-30,0.084210526,West Central,Medical and Surgical,190,16,174,0.915789474,2023-11-09
2022-07-05,0.244444444,Southeast,Pediatrics,45,11,34,0.755555556,2023-11-09
2021-07-21,0.319783198,South Central,Medical and Surgical,369,118,251,0.680216802,2023-11-09
2023-10-04,0.181818182,Northwest,Medical and Surgical,220,40,180,0.818181818,2023-11-09
2022-01-02,0.083333333,Southwest,Pediatrics,12,1,11,0.916666667,2023-11-09
2022-03-22,0,Northwest,Pediatrics,7,0,7,1,2023-11-09
2020-12-03,0.4,West Central,Adult Intensive Care Unit,20,8,12,0.6,2023-11-09
2021-11-09,0,South Central,Pediatrics,8,0,8,1,2023-11-09
2022-11-09,0.2,Northwest,Pediatrics,20,4,16,0.8,2023-11-09
2020-12-05,0.404761905,Northeast,Pediatrics,42,17,25,0.595238095,2023-11-09
2021-08-13,0.107142857,Central,Pediatrics,28,3,25,0.892857143,2023-11-09
2021-02-02,0.041768375,Metro,Medical and Surgical,3687,154,3533,0.958231625,2023-11-09
2023-04-03,0.177777778,Southeast,Pediatrics,45,8,37,0.822222222,2023-11-09
2020-10-09,0.073684211,Northeast,Adult Intensive Care Unit,95,7,88,0.926315789,2023-11-09
2022-09-08,0.294117647,West Central,Adult Intensive Care Unit,17,5,12,0.705882353,2023-11-09
2021-09-04,0.25,Southwest,Pediatrics,12,3,9,0.75,2023-11-09
2021-05-06,0.238095238,Northeast,Pediatrics,42,10,32,0.761904762,2023-11-09
2021-05-25,0.124837451,Central,Medical and Surgical,769,96,673,0.875162549,2023-11-09
2020-12-30,0.083333333,Southwest,Pediatrics,12,1,11,0.916666667,2023-11-09
2021-10-16,0,South Central,Pediatrics,8,0,8,1,2023-11-09
2021-08-02,1,West Central,Pediatrics,10,10,0,0,2023-11-09
2021-02-10,0,South Central,Pediatrics,8,0,8,1,2023-11-09
2022-04-04,0.057034221,Metro,Adult Intensive Care Unit,526,30,496,0.942965779,2023-11-09
2022-08-20,0.294117647,West Central,Adult Intensive Care Unit,17,5,12,0.705882353,2023-11-09
2022-02-02,0,West Central,Pediatrics,10,0,10,1,2023-11-09
2021-02-21,0.064013841,Metro,Adult Intensive Care Unit,578,37,541,0.935986159,2023-11-09
2021-11-01,0.013747594,Metro,Medical and Surgical,3637,50,3587,0.986252406,2023-11-09
2021-02-18,0,South Central,Pediatrics,8,0,8,1,2023-11-09
2023-05-04,0.045454545,Metro,Pediatric Intensive Care Unit,110,5,105,0.954545455,2023-11-09
2021-08-26,0.380952381,Northeast,Pediatrics,42,16,26,0.619047619,2023-11-09
2021-02-26,0.027393545,Metro,Medical and Surgical,3687,101,3586,0.972606455,2023-11-09
2020-11-14,0.35,West Central,Adult Intensive Care Unit,20,7,13,0.65,2023-11-09
2021-07-12,0.126137841,Central,Medical and Surgical,769,97,672,0.873862159,2023-11-09
2022-01-09,0.357142857,Northeast,Pediatrics,42,15,27,0.642857143,2023-11-09
2021-04-13,0.333333333,Southwest,Pediatrics,12,4,8,0.666666667,2023-11-09
2022-07-29,0.155555556,Southeast,Pediatrics,45,7,38,0.844444444,2023-11-09
2021-05-14,1,West Central,Pediatrics,10,10,0,0,2023-11-09
2022-11-24,0.289617486,West Central,Medical and Surgical,183,53,130,0.710382514,2023-11-09
2023-03-28,0.247557003,South Central,Medical and Surgical,307,76,231,0.752442997,2023-11-09
2023-11-02,0.229773463,South Central,Medical and Surgical,309,71,238,0.770226537,2023-11-09
2023-03-26,0.088888889,Southeast,Pediatrics,45,4,41,0.911111111,2023-11-09
2021-03-16,0.342541436,Southwest,Medical and Surgical,362,124,238,0.657458564,2023-11-09
2022-02-13,0.055989583,Central,Medical and Surgical,768,43,725,0.944010417,2023-11-09
2022-03-07,0.058823529,Metro,Pediatrics,357,21,336,0.941176471,2023-11-09
2020-11-03,0.45,West Central,Adult Intensive Care Unit,20,9,11,0.55,2023-11-09
2023-09-09,0.157142857,Northeast,Medical and Surgical,700,110,590,0.842857143,2023-11-09
2021-12-30,0,Central,Pediatric Intensive Care Unit,5,0,5,1,2023-11-09
2022-08-01,0.411764706,West Central,Adult Intensive Care Unit,17,7,10,0.588235294,2023-11-09
2023-07-31,0.1,Northwest,Pediatrics,20,2,18,0.9,2023-11-09
2020-09-05,0.189473684,Northeast,Adult Intensive Care Unit,95,18,77,0.810526316,2023-11-09
2022-10-13,0.068965517,Central,Pediatrics,29,2,27,0.931034483,2023-11-09
2020-10-17,0.223300971,Central,Adult Intensive Care Unit,103,23,80,0.776699029,2023-11-09
2021-10-28,0.139737991,Northwest,Medical and Surgical,229,32,197,0.860262009,2023-11-09
2021-10-24,0.00879846,Metro,Medical and Surgical,3637,32,3605,0.99120154,2023-11-09
2023-08-01,0.105714286,Northeast,Medical and Surgical,700,74,626,0.894285714,2023-11-09
2022-12-24,0,Central,Pediatric Intensive Care Unit,4,0,4,1,2023-11-09
2022-07-17,0.235294118,West Central,Adult Intensive Care Unit,17,4,13,0.764705882,2023-11-09
2021-08-25,0.063636364,Metro,Pediatric Intensive Care Unit,110,7,103,0.936363636,2023-11-09
2021-10-07,0.11030479,Northeast,Medical and Surgical,689,76,613,0.88969521,2023-11-09
2022-11-25,0.05,Northwest,Pediatrics,20,1,19,0.95,2023-11-09
2022-02-16,0.042105263,Northeast,Adult Intensive Care Unit,95,4,91,0.957894737,2023-11-09
2022-11-30,0.08045977,Northeast,Medical and Surgical,696,56,640,0.91954023,2023-11-09
2021-09-13,0.2,Central,Pediatric Intensive Care Unit,5,1,4,0.8,2023-11-09
2023-03-16,0.270358306,South Central,Medical and Surgical,307,83,224,0.729641694,2023-11-09
2022-12-17,0.285714286,Northeast,Pediatric Intensive Care Unit,7,2,5,0.714285714,2023-11-09
2023-01-05,0.285714286,Northeast,Pediatric Intensive Care Unit,7,2,5,0.714285714,2023-11-09
2022-02-03,0.021052632,Northeast,Adult Intensive Care Unit,95,2,93,0.978947368,2023-11-09
2021-01-26,0.333333333,Southwest,Adult Intensive Care Unit,21,7,14,0.666666667,2023-11-09
2021-06-10,0.196078431,Central,Adult Intensive Care Unit,102,20,82,0.803921569,2023-11-09
2021-05-18,0.107344633,Metro,Pediatrics,354,38,316,0.892655367,2023-11-09
2020-12-18,0.173913043,South Central,Adult Intensive Care Unit,23,4,19,0.826086957,2023-11-09
2022-10-19,0.125,South Central,Adult Intensive Care Unit,32,4,28,0.875,2023-11-09
2022-11-02,0.019646365,Metro,Adult Intensive Care Unit,509,10,499,0.980353635,2023-11-09
2021-01-31,0.290502793,Southwest,Medical and Surgical,358,104,254,0.709497207,2023-11-09
2023-06-22,0.25,Central,Pediatric Intensive Care Unit,4,1,3,0.75,2023-11-09
2022-11-01,0.388888889,Southwest,Adult Intensive Care Unit,18,7,11,0.611111111,2023-11-09
2021-01-02,0.173913043,South Central,Adult Intensive Care Unit,23,4,19,0.826086957,2023-11-09
2020-12-31,0.333333333,Southwest,Adult Intensive Care Unit,21,7,14,0.666666667,2023-11-09
2022-10-08,0.09375,South Central,Adult Intensive Care Unit,32,3,29,0.90625,2023-11-09
2021-12-28,0.571428571,Northeast,Pediatric Intensive Care Unit,7,4,3,0.428571429,2023-11-09
2022-06-22,0.173076923,Central,Adult Intensive Care Unit,104,18,86,0.826923077,2023-11-09
2022-10-11,0.333333333,Southwest,Adult Intensive Care Unit,18,6,12,0.666666667,2023-11-09
2021-11-13,0.285714286,Northeast,Pediatric Intensive Care Unit,7,2,5,0.714285714,2023-11-09
2023-08-15,0.098124098,Central,Medical and Surgical,693,68,625,0.901875902,2023-11-09
2022-09-28,0.333333333,Southwest,Adult Intensive Care Unit,18,6,12,0.666666667,2023-11-09
2022-11-28,0.285714286,Northeast,Pediatric Intensive Care Unit,7,2,5,0.714285714,2023-11-09
2023-07-31,0.137931034,Central,Pediatrics,29,4,25,0.862068966,2023-11-09
2021-02-09,0.053633218,Metro,Adult Intensive Care Unit,578,31,547,0.946366782,2023-11-09
2023-02-09,0.018181818,Metro,Pediatric Intensive Care Unit,110,2,108,0.981818182,2023-11-09
2022-11-18,0.388888889,Southwest,Adult Intensive Care Unit,18,7,11,0.611111111,2023-11-09
2022-11-11,0.257053292,Southwest,Medical and Surgical,319,82,237,0.742946708,2023-11-09
2021-01-13,0.285714286,Southwest,Adult Intensive Care Unit,21,6,15,0.714285714,2023-11-09
2021-02-12,0.380952381,Southwest,Adult Intensive Care Unit,21,8,13,0.619047619,2023-11-09
2021-11-09,0.135371179,Northwest,Medical and Surgical,229,31,198,0.864628821,2023-11-09
