year,week,age_group,new_hosp,mmwr_startdate,mmwr_enddate,pop_size,new_hosp_percap,outcome,report_date
2021,36,Total,632,2021-09-05,2021-09-11,5562663,11.361,hospitalization,2023-11-16
2021,37,0-4,9,2021-09-12,2021-09-18,351664,2.559,hospitalization,2023-11-16
2021,37,12-17,6,2021-09-12,2021-09-18,433734,1.383,hospitalization,2023-11-16
2021,37,18-49,229,2021-09-12,2021-09-18,2294817,9.979,hospitalization,2023-11-16
2021,37,5-11,5,2021-09-12,2021-09-18,509735,0.981,hospitalization,2023-11-16
2021,37,50-64,159,2021-09-12,2021-09-18,1114015,14.273,hospitalization,2023-11-16
2021,37,65-74,131,2021-09-12,2021-09-18,490739,26.694,hospitalization,2023-11-16
2021,37,75-84,107,2021-09-12,2021-09-18,252053,42.451,hospitalization,2023-11-16
2021,37,85+,61,2021-09-12,2021-09-18,115906,52.629,hospitalization,2023-11-16
2021,37,Total,707,2021-09-12,2021-09-18,5562663,12.71,hospitalization,2023-11-16
2021,38,0-4,12,2021-09-19,2021-09-25,351664,3.412,hospitalization,2023-11-16
2021,38,12-17,8,2021-09-19,2021-09-25,433734,1.844,hospitalization,2023-11-16
2021,38,18-49,204,2021-09-19,2021-09-25,2294817,8.89,hospitalization,2023-11-16
2021,38,5-11,10,2021-09-19,2021-09-25,509735,1.962,hospitalization,2023-11-16
2021,38,50-64,183,2021-09-19,2021-09-25,1114015,16.427,hospitalization,2023-11-16
2021,38,65-74,136,2021-09-19,2021-09-25,490739,27.713,hospitalization,2023-11-16
2021,38,75-84,100,2021-09-19,2021-09-25,252053,39.674,hospitalization,2023-11-16
2021,38,85+,65,2021-09-19,2021-09-25,115906,56.08,hospitalization,2023-11-16
2021,38,Total,718,2021-09-19,2021-09-25,5562663,12.907,hospitalization,2023-11-16
2021,39,0-4,8,2021-09-26,2021-10-02,351664,2.275,hospitalization,2023-11-16
2021,39,12-17,14,2021-09-26,2021-10-02,433734,3.228,hospitalization,2023-11-16
2021,39,18-49,190,2021-09-26,2021-10-02,2294817,8.28,hospitalization,2023-11-16
2021,39,5-11,12,2021-09-26,2021-10-02,509735,2.354,hospitalization,2023-11-16
2021,39,50-64,189,2021-09-26,2021-10-02,1114015,16.966,hospitalization,2023-11-16
2021,39,65-74,148,2021-09-26,2021-10-02,490739,30.159,hospitalization,2023-11-16
2021,39,75-84,124,2021-09-26,2021-10-02,252053,49.196,hospitalization,2023-11-16
2021,39,85+,76,2021-09-26,2021-10-02,115906,65.57,hospitalization,2023-11-16
2021,39,Total,761,2021-09-26,2021-10-02,5562663,13.68,hospitalization,2023-11-16
2021,40,0-4,11,2021-10-03,2021-10-09,351664,3.128,hospitalization,2023-11-16
2021,40,12-17,9,2021-10-03,2021-10-09,433734,2.075,hospitalization,2023-11-16
2021,40,18-49,211,2021-10-03,2021-10-09,2294817,9.195,hospitalization,2023-11-16
2021,40,5-11,8,2021-10-03,2021-10-09,509735,1.569,hospitalization,2023-11-16
2021,40,50-64,193,2021-10-03,2021-10-09,1114015,17.325,hospitalization,2023-11-16
2021,40,65-74,172,2021-10-03,2021-10-09,490739,35.049,hospitalization,2023-11-16
2021,40,75-84,143,2021-10-03,2021-10-09,252053,56.734,hospitalization,2023-11-16
2021,40,85+,79,2021-10-03,2021-10-09,115906,68.159,hospitalization,2023-11-16
2021,40,Total,826,2021-10-03,2021-10-09,5562663,14.849,hospitalization,2023-11-16
2021,41,0-4,11,2021-10-10,2021-10-16,351664,3.128,hospitalization,2023-11-16
2021,41,12-17,14,2021-10-10,2021-10-16,433734,3.228,hospitalization,2023-11-16
2021,41,18-49,202,2021-10-10,2021-10-16,2294817,8.802,hospitalization,2023-11-16
2021,41,5-11,5,2021-10-10,2021-10-16,509735,0.981,hospitalization,2023-11-16
2021,41,50-64,231,2021-10-10,2021-10-16,1114015,20.736,hospitalization,2023-11-16
2021,41,65-74,158,2021-10-10,2021-10-16,490739,32.196,hospitalization,2023-11-16
2021,41,75-84,125,2021-10-10,2021-10-16,252053,49.593,hospitalization,2023-11-16
2021,41,85+,61,2021-10-10,2021-10-16,115906,52.629,hospitalization,2023-11-16
2021,41,Total,807,2021-10-10,2021-10-16,5562663,14.507,hospitalization,2023-11-16
2021,42,0-4,12,2021-10-17,2021-10-23,351664,3.412,hospitalization,2023-11-16
2021,42,12-17,10,2021-10-17,2021-10-23,433734,2.306,hospitalization,2023-11-16
2021,42,18-49,177,2021-10-17,2021-10-23,2294817,7.713,hospitalization,2023-11-16
2021,42,5-11,4,2021-10-17,2021-10-23,509735,0.785,hospitalization,2023-11-16
2021,42,50-64,178,2021-10-17,2021-10-23,1114015,15.978,hospitalization,2023-11-16
2021,42,65-74,124,2021-10-17,2021-10-23,490739,25.268,hospitalization,2023-11-16
2021,42,75-84,124,2021-10-17,2021-10-23,252053,49.196,hospitalization,2023-11-16
2021,42,85+,60,2021-10-17,2021-10-23,115906,51.766,hospitalization,2023-11-16
2021,42,Total,689,2021-10-17,2021-10-23,5562663,12.386,hospitalization,2023-11-16
2021,43,0-4,7,2021-10-24,2021-10-30,351664,1.991,hospitalization,2023-11-16
2021,43,12-17,6,2021-10-24,2021-10-30,433734,1.383,hospitalization,2023-11-16
2021,43,18-49,192,2021-10-24,2021-10-30,2294817,8.367,hospitalization,2023-11-16
2021,43,5-11,10,2021-10-24,2021-10-30,509735,1.962,hospitalization,2023-11-16
2021,43,50-64,188,2021-10-24,2021-10-30,1114015,16.876,hospitalization,2023-11-16
2021,43,65-74,164,2021-10-24,2021-10-30,490739,33.419,hospitalization,2023-11-16
2021,43,75-84,135,2021-10-24,2021-10-30,252053,53.56,hospitalization,2023-11-16
2021,43,85+,65,2021-10-24,2021-10-30,115906,56.08,hospitalization,2023-11-16
2021,43,Total,767,2021-10-24,2021-10-30,5562663,13.788,hospitalization,2023-11-16
2021,44,0-4,12,2021-10-31,2021-11-06,351664,3.412,hospitalization,2023-11-16
2021,44,12-17,4,2021-10-31,2021-11-06,433734,0.922,hospitalization,2023-11-16
2021,44,18-49,192,2021-10-31,2021-11-06,2294817,8.367,hospitalization,2023-11-16
2021,44,5-11,11,2021-10-31,2021-11-06,509735,2.158,hospitalization,2023-11-16
2021,44,50-64,219,2021-10-31,2021-11-06,1114015,19.659,hospitalization,2023-11-16
2021,44,65-74,190,2021-10-31,2021-11-06,490739,38.717,hospitalization,2023-11-16
2021,44,75-84,134,2021-10-31,2021-11-06,252053,53.163,hospitalization,2023-11-16
2021,44,85+,98,2021-10-31,2021-11-06,115906,84.551,hospitalization,2023-11-16
2021,44,Total,860,2021-10-31,2021-11-06,5562663,15.46,hospitalization,2023-11-16
2021,45,0-4,13,2021-11-07,2021-11-13,351664,3.697,hospitalization,2023-11-16
2021,45,12-17,6,2021-11-07,2021-11-13,433734,1.383,hospitalization,2023-11-16
2021,45,18-49,290,2021-11-07,2021-11-13,2294817,12.637,hospitalization,2023-11-16
2021,45,5-11,7,2021-11-07,2021-11-13,509735,1.373,hospitalization,2023-11-16
2021,45,50-64,323,2021-11-07,2021-11-13,1114015,28.994,hospitalization,2023-11-16
2021,45,65-74,209,2021-11-07,2021-11-13,490739,42.589,hospitalization,2023-11-16
2021,45,75-84,210,2021-11-07,2021-11-13,252053,83.316,hospitalization,2023-11-16
2021,45,85+,105,2021-11-07,2021-11-13,115906,90.591,hospitalization,2023-11-16
2021,45,Total,1163,2021-11-07,2021-11-13,5562663,20.907,hospitalization,2023-11-16
2021,46,0-4,15,2021-11-14,2021-11-20,351664,4.265,hospitalization,2023-11-16
2021,46,12-17,9,2021-11-14,2021-11-20,433734,2.075,hospitalization,2023-11-16
2021,46,18-49,299,2021-11-14,2021-11-20,2294817,13.029,hospitalization,2023-11-16
2021,46,5-11,12,2021-11-14,2021-11-20,509735,2.354,hospitalization,2023-11-16
2021,46,50-64,348,2021-11-14,2021-11-20,1114015,31.238,hospitalization,2023-11-16
2021,46,65-74,213,2021-11-14,2021-11-20,490739,43.404,hospitalization,2023-11-16
2021,46,75-84,198,2021-11-14,2021-11-20,252053,78.555,hospitalization,2023-11-16
2021,46,85+,82,2021-11-14,2021-11-20,115906,70.747,hospitalization,2023-11-16
2021,46,Total,1176,2021-11-14,2021-11-20,5562663,21.141,hospitalization,2023-11-16
2021,47,0-4,25,2021-11-21,2021-11-27,351664,7.109,hospitalization,2023-11-16
2021,47,12-17,5,2021-11-21,2021-11-27,433734,1.153,hospitalization,2023-11-16
2021,47,18-49,311,2021-11-21,2021-11-27,2294817,13.552,hospitalization,2023-11-16
2021,47,5-11,9,2021-11-21,2021-11-27,509735,1.766,hospitalization,2023-11-16
2021,47,50-64,340,2021-11-21,2021-11-27,1114015,30.52,hospitalization,2023-11-16
2021,47,65-74,238,2021-11-21,2021-11-27,490739,48.498,hospitalization,2023-11-16
2021,47,75-84,185,2021-11-21,2021-11-27,252053,73.397,hospitalization,2023-11-16
2021,47,85+,99,2021-11-21,2021-11-27,115906,85.414,hospitalization,2023-11-16
2021,47,Total,1212,2021-11-21,2021-11-27,5562663,21.788,hospitalization,2023-11-16
2021,48,0-4,15,2021-11-28,2021-12-04,351664,4.265,hospitalization,2023-11-16
2021,48,12-17,16,2021-11-28,2021-12-04,433734,3.689,hospitalization,2023-11-16
2021,48,18-49,359,2021-11-28,2021-12-04,2294817,15.644,hospitalization,2023-11-16
2021,48,5-11,11,2021-11-28,2021-12-04,509735,2.158,hospitalization,2023-11-16
2021,48,50-64,364,2021-11-28,2021-12-04,1114015,32.675,hospitalization,2023-11-16
2021,48,65-74,245,2021-11-28,2021-12-04,490739,49.925,hospitalization,2023-11-16
2021,48,75-84,198,2021-11-28,2021-12-04,252053,78.555,hospitalization,2023-11-16
2021,48,85+,101,2021-11-28,2021-12-04,115906,87.14,hospitalization,2023-11-16
2021,48,Total,1309,2021-11-28,2021-12-04,5562663,23.532,hospitalization,2023-11-16
2021,49,0-4,23,2021-12-05,2021-12-11,351664,6.54,hospitalization,2023-11-16
2021,49,12-17,10,2021-12-05,2021-12-11,433734,2.306,hospitalization,2023-11-16
2021,49,18-49,342,2021-12-05,2021-12-11,2294817,14.903,hospitalization,2023-11-16
2021,49,5-11,4,2021-12-05,2021-12-11,509735,0.785,hospitalization,2023-11-16
2021,49,50-64,383,2021-12-05,2021-12-11,1114015,34.38,hospitalization,2023-11-16
2021,49,65-74,261,2021-12-05,2021-12-11,490739,53.185,hospitalization,2023-11-16
2021,49,75-84,152,2021-12-05,2021-12-11,252053,60.305,hospitalization,2023-11-16
2021,49,85+,86,2021-12-05,2021-12-11,115906,74.198,hospitalization,2023-11-16
2021,49,Total,1261,2021-12-05,2021-12-11,5562663,22.669,hospitalization,2023-11-16
2021,50,0-4,18,2021-12-12,2021-12-18,351664,5.119,hospitalization,2023-11-16
2021,50,12-17,11,2021-12-12,2021-12-18,433734,2.536,hospitalization,2023-11-16
2021,50,18-49,278,2021-12-12,2021-12-18,2294817,12.114,hospitalization,2023-11-16
2021,50,5-11,5,2021-12-12,2021-12-18,509735,0.981,hospitalization,2023-11-16
2021,50,50-64,308,2021-12-12,2021-12-18,1114015,27.648,hospitalization,2023-11-16
2021,50,65-74,208,2021-12-12,2021-12-18,490739,42.385,hospitalization,2023-11-16
2021,50,75-84,148,2021-12-12,2021-12-18,252053,58.718,hospitalization,2023-11-16
2021,50,85+,60,2021-12-12,2021-12-18,115906,51.766,hospitalization,2023-11-16
2021,50,Total,1036,2021-12-12,2021-12-18,5562663,18.624,hospitalization,2023-11-16
2021,51,0-4,12,2021-12-19,2021-12-25,351664,3.412,hospitalization,2023-11-16
2021,51,12-17,8,2021-12-19,2021-12-25,433734,1.844,hospitalization,2023-11-16
2021,51,18-49,276,2021-12-19,2021-12-25,2294817,12.027,hospitalization,2023-11-16
2021,51,5-11,5,2021-12-19,2021-12-25,509735,0.981,hospitalization,2023-11-16
2021,51,50-64,274,2021-12-19,2021-12-25,1114015,24.596,hospitalization,2023-11-16
2021,51,65-74,169,2021-12-19,2021-12-25,490739,34.438,hospitalization,2023-11-16
2021,51,75-84,125,2021-12-19,2021-12-25,252053,49.593,hospitalization,2023-11-16
2021,51,85+,55,2021-12-19,2021-12-25,115906,47.452,hospitalization,2023-11-16
2021,51,Total,924,2021-12-19,2021-12-25,5562663,16.611,hospitalization,2023-11-16
2021,52,0-4,19,2021-12-26,2022-01-01,351664,5.403,hospitalization,2023-11-16
2021,52,12-17,11,2021-12-26,2022-01-01,433734,2.536,hospitalization,2023-11-16
2021,52,18-49,294,2021-12-26,2022-01-01,2294817,12.811,hospitalization,2023-11-16
2021,52,5-11,5,2021-12-26,2022-01-01,509735,0.981,hospitalization,2023-11-16
2021,52,50-64,221,2021-12-26,2022-01-01,1114015,19.838,hospitalization,2023-11-16
2021,52,65-74,178,2021-12-26,2022-01-01,490739,36.272,hospitalization,2023-11-16
2021,52,75-84,119,2021-12-26,2022-01-01,252053,47.212,hospitalization,2023-11-16
2021,52,85+,75,2021-12-26,2022-01-01,115906,64.708,hospitalization,2023-11-16
2021,52,Total,922,2021-12-26,2022-01-01,5562663,16.575,hospitalization,2023-11-16
2022,1,0-4,50,2022-01-02,2022-01-08,351664,14.218,hospitalization,2023-11-16
2022,1,12-17,27,2022-01-02,2022-01-08,433734,6.225,hospitalization,2023-11-16
2022,1,18-49,490,2022-01-02,2022-01-08,2294817,21.352,hospitalization,2023-11-16
2022,1,5-11,10,2022-01-02,2022-01-08,509735,1.962,hospitalization,2023-11-16
2022,1,50-64,366,2022-01-02,2022-01-08,1114015,32.854,hospitalization,2023-11-16
2022,1,65-74,238,2022-01-02,2022-01-08,490739,48.498,hospitalization,2023-11-16
2022,1,75-84,175,2022-01-02,2022-01-08,252053,69.43,hospitalization,2023-11-16
2022,1,85+,93,2022-01-02,2022-01-08,115906,80.237,hospitalization,2023-11-16
2022,1,Total,1449,2022-01-02,2022-01-08,5562663,26.049,hospitalization,2023-11-16
2022,2,0-4,39,2022-01-09,2022-01-15,351664,11.09,hospitalization,2023-11-16
2022,2,12-17,32,2022-01-09,2022-01-15,433734,7.378,hospitalization,2023-11-16
2022,2,18-49,483,2022-01-09,2022-01-15,2294817,21.047,hospitalization,2023-11-16
2022,2,5-11,17,2022-01-09,2022-01-15,509735,3.335,hospitalization,2023-11-16
2022,2,50-64,353,2022-01-09,2022-01-15,1114015,31.687,hospitalization,2023-11-16
2022,2,65-74,266,2022-01-09,2022-01-15,490739,54.204,hospitalization,2023-11-16
2022,2,75-84,198,2022-01-09,2022-01-15,252053,78.555,hospitalization,2023-11-16
2022,2,85+,124,2022-01-09,2022-01-15,115906,106.983,hospitalization,2023-11-16
2022,2,Total,1512,2022-01-09,2022-01-15,5562663,27.181,hospitalization,2023-11-16
2022,3,0-4,53,2022-01-16,2022-01-22,351664,15.071,hospitalization,2023-11-16
2022,3,12-17,37,2022-01-16,2022-01-22,433734,8.531,hospitalization,2023-11-16
2022,3,18-49,494,2022-01-16,2022-01-22,2294817,21.527,hospitalization,2023-11-16
2022,3,5-11,23,2022-01-16,2022-01-22,509735,4.512,hospitalization,2023-11-16
2022,3,50-64,340,2022-01-16,2022-01-22,1114015,30.52,hospitalization,2023-11-16
2022,3,65-74,267,2022-01-16,2022-01-22,490739,54.408,hospitalization,2023-11-16
2022,3,75-84,210,2022-01-16,2022-01-22,252053,83.316,hospitalization,2023-11-16
2022,3,85+,113,2022-01-16,2022-01-22,115906,97.493,hospitalization,2023-11-16
2022,3,Total,1537,2022-01-16,2022-01-22,5562663,27.631,hospitalization,2023-11-16
2022,4,0-4,45,2022-01-23,2022-01-29,351664,12.796,hospitalization,2023-11-16
2022,4,12-17,26,2022-01-23,2022-01-29,433734,5.994,hospitalization,2023-11-16
2022,4,18-49,393,2022-01-23,2022-01-29,2294817,17.126,hospitalization,2023-11-16
2022,4,5-11,17,2022-01-23,2022-01-29,509735,3.335,hospitalization,2023-11-16
2022,4,50-64,325,2022-01-23,2022-01-29,1114015,29.174,hospitalization,2023-11-16
2022,4,65-74,242,2022-01-23,2022-01-29,490739,49.313,hospitalization,2023-11-16
2022,4,75-84,192,2022-01-23,2022-01-29,252053,76.174,hospitalization,2023-11-16
2022,4,85+,114,2022-01-23,2022-01-29,115906,98.356,hospitalization,2023-11-16
2022,4,Total,1354,2022-01-23,2022-01-29,5562663,24.341,hospitalization,2023-11-16
2022,5,0-4,37,2022-01-30,2022-02-05,351664,10.521,hospitalization,2023-11-16
2022,5,12-17,21,2022-01-30,2022-02-05,433734,4.842,hospitalization,2023-11-16
2022,5,18-49,283,2022-01-30,2022-02-05,2294817,12.332,hospitalization,2023-11-16
2022,5,5-11,6,2022-01-30,2022-02-05,509735,1.177,hospitalization,2023-11-16
2022,5,50-64,213,2022-01-30,2022-02-05,1114015,19.12,hospitalization,2023-11-16
2022,5,65-74,166,2022-01-30,2022-02-05,490739,33.827,hospitalization,2023-11-16
2022,5,75-84,167,2022-01-30,2022-02-05,252053,66.256,hospitalization,2023-11-16
2022,5,85+,99,2022-01-30,2022-02-05,115906,85.414,hospitalization,2023-11-16
2022,5,Total,992,2022-01-30,2022-02-05,5562663,17.833,hospitalization,2023-11-16
2022,6,0-4,22,2022-02-06,2022-02-12,351664,6.256,hospitalization,2023-11-16
2022,6,12-17,21,2022-02-06,2022-02-12,433734,4.842,hospitalization,2023-11-16
2022,6,18-49,239,2022-02-06,2022-02-12,2294817,10.415,hospitalization,2023-11-16
2022,6,5-11,3,2022-02-06,2022-02-12,509735,0.589,hospitalization,2023-11-16
2022,6,50-64,159,2022-02-06,2022-02-12,1114015,14.273,hospitalization,2023-11-16
2022,6,65-74,145,2022-02-06,2022-02-12,490739,29.547,hospitalization,2023-11-16
2022,6,75-84,114,2022-02-06,2022-02-12,252053,45.229,hospitalization,2023-11-16
2022,6,85+,66,2022-02-06,2022-02-12,115906,56.943,hospitalization,2023-11-16
2022,6,Total,769,2022-02-06,2022-02-12,5562663,13.824,hospitalization,2023-11-16
2022,7,0-4,15,2022-02-13,2022-02-19,351664,4.265,hospitalization,2023-11-16
2022,7,12-17,13,2022-02-13,2022-02-19,433734,2.997,hospitalization,2023-11-16
2022,7,18-49,136,2022-02-13,2022-02-19,2294817,5.926,hospitalization,2023-11-16
2022,7,5-11,9,2022-02-13,2022-02-19,509735,1.766,hospitalization,2023-11-16
2022,7,50-64,110,2022-02-13,2022-02-19,1114015,9.874,hospitalization,2023-11-16
2022,7,65-74,88,2022-02-13,2022-02-19,490739,17.932,hospitalization,2023-11-16
2022,7,75-84,91,2022-02-13,2022-02-19,252053,36.104,hospitalization,2023-11-16
2022,7,85+,43,2022-02-13,2022-02-19,115906,37.099,hospitalization,2023-11-16
2022,7,Total,505,2022-02-13,2022-02-19,5562663,9.078,hospitalization,2023-11-16
2022,8,0-4,14,2022-02-20,2022-02-26,351664,3.981,hospitalization,2023-11-16
2022,8,12-17,6,2022-02-20,2022-02-26,433734,1.383,hospitalization,2023-11-16
2022,8,18-49,103,2022-02-20,2022-02-26,2294817,4.488,hospitalization,2023-11-16
2022,8,5-11,6,2022-02-20,2022-02-26,509735,1.177,hospitalization,2023-11-16
2022,8,50-64,77,2022-02-20,2022-02-26,1114015,6.912,hospitalization,2023-11-16
2022,8,65-74,62,2022-02-20,2022-02-26,490739,12.634,hospitalization,2023-11-16
2022,8,75-84,57,2022-02-20,2022-02-26,252053,22.614,hospitalization,2023-11-16
2022,8,85+,47,2022-02-20,2022-02-26,115906,40.55,hospitalization,2023-11-16
2022,8,Total,372,2022-02-20,2022-02-26,5562663,6.687,hospitalization,2023-11-16
2022,9,0-4,10,2022-02-27,2022-03-05,351664,2.844,hospitalization,2023-11-16
2022,9,12-17,10,2022-02-27,2022-03-05,433734,2.306,hospitalization,2023-11-16
2022,9,18-49,80,2022-02-27,2022-03-05,2294817,3.486,hospitalization,2023-11-16
2022,9,5-11,1,2022-02-27,2022-03-05,509735,0.196,hospitalization,2023-11-16
2022,9,50-64,53,2022-02-27,2022-03-05,1114015,4.758,hospitalization,2023-11-16
2022,9,65-74,60,2022-02-27,2022-03-05,490739,12.226,hospitalization,2023-11-16
2022,9,75-84,46,2022-02-27,2022-03-05,252053,18.25,hospitalization,2023-11-16
2022,9,85+,41,2022-02-27,2022-03-05,115906,35.373,hospitalization,2023-11-16
2022,9,Total,301,2022-02-27,2022-03-05,5562663,5.411,hospitalization,2023-11-16
2022,10,0-4,7,2022-03-06,2022-03-12,351664,1.991,hospitalization,2023-11-16
2022,10,12-17,3,2022-03-06,2022-03-12,433734,0.692,hospitalization,2023-11-16
2022,10,18-49,65,2022-03-06,2022-03-12,2294817,2.832,hospitalization,2023-11-16
2022,10,5-11,6,2022-03-06,2022-03-12,509735,1.177,hospitalization,2023-11-16
2022,10,50-64,51,2022-03-06,2022-03-12,1114015,4.578,hospitalization,2023-11-16
2022,10,65-74,44,2022-03-06,2022-03-12,490739,8.966,hospitalization,2023-11-16
2022,10,75-84,40,2022-03-06,2022-03-12,252053,15.87,hospitalization,2023-11-16
2022,10,85+,21,2022-03-06,2022-03-12,115906,18.118,hospitalization,2023-11-16
2022,10,Total,237,2022-03-06,2022-03-12,5562663,4.261,hospitalization,2023-11-16
2022,11,0-4,9,2022-03-13,2022-03-19,351664,2.559,hospitalization,2023-11-16
2022,11,12-17,6,2022-03-13,2022-03-19,433734,1.383,hospitalization,2023-11-16
2022,11,18-49,52,2022-03-13,2022-03-19,2294817,2.266,hospitalization,2023-11-16
2022,11,5-11,5,2022-03-13,2022-03-19,509735,0.981,hospitalization,2023-11-16
2022,11,50-64,34,2022-03-13,2022-03-19,1114015,3.052,hospitalization,2023-11-16
2022,11,65-74,31,2022-03-13,2022-03-19,490739,6.317,hospitalization,2023-11-16
2022,11,75-84,28,2022-03-13,2022-03-19,252053,11.109,hospitalization,2023-11-16
2022,11,85+,28,2022-03-13,2022-03-19,115906,24.158,hospitalization,2023-11-16
2022,11,Total,193,2022-03-13,2022-03-19,5562663,3.47,hospitalization,2023-11-16
2022,12,0-4,3,2022-03-20,2022-03-26,351664,0.853,hospitalization,2023-11-16
2022,12,12-17,2,2022-03-20,2022-03-26,433734,0.461,hospitalization,2023-11-16
2022,12,18-49,55,2022-03-20,2022-03-26,2294817,2.397,hospitalization,2023-11-16
2022,12,5-11,2,2022-03-20,2022-03-26,509735,0.392,hospitalization,2023-11-16
2022,12,50-64,40,2022-03-20,2022-03-26,1114015,3.591,hospitalization,2023-11-16
2022,12,65-74,33,2022-03-20,2022-03-26,490739,6.725,hospitalization,2023-11-16
2022,12,75-84,26,2022-03-20,2022-03-26,252053,10.315,hospitalization,2023-11-16
2022,12,85+,15,2022-03-20,2022-03-26,115906,12.942,hospitalization,2023-11-16
2022,12,Total,176,2022-03-20,2022-03-26,5562663,3.164,hospitalization,2023-11-16
2022,13,0-4,4,2022-03-27,2022-04-02,351664,1.137,hospitalization,2023-11-16
2022,13,12-17,3,2022-03-27,2022-04-02,433734,0.692,hospitalization,2023-11-16
2022,13,18-49,48,2022-03-27,2022-04-02,2294817,2.092,hospitalization,2023-11-16
2022,13,5-11,1,2022-03-27,2022-04-02,509735,0.196,hospitalization,2023-11-16
2022,13,50-64,27,2022-03-27,2022-04-02,1114015,2.424,hospitalization,2023-11-16
2022,13,65-74,20,2022-03-27,2022-04-02,490739,4.075,hospitalization,2023-11-16
2022,13,75-84,36,2022-03-27,2022-04-02,252053,14.283,hospitalization,2023-11-16
2022,13,85+,17,2022-03-27,2022-04-02,115906,14.667,hospitalization,2023-11-16
2022,13,Total,156,2022-03-27,2022-04-02,5562663,2.804,hospitalization,2023-11-16
2022,14,0-4,7,2022-04-03,2022-04-09,351664,1.991,hospitalization,2023-11-16
2022,14,12-17,2,2022-04-03,2022-04-09,433734,0.461,hospitalization,2023-11-16
2022,14,18-49,52,2022-04-03,2022-04-09,2294817,2.266,hospitalization,2023-11-16
2022,14,5-11,0,2022-04-03,2022-04-09,509735,0,hospitalization,2023-11-16
2022,14,50-64,28,2022-04-03,2022-04-09,1114015,2.513,hospitalization,2023-11-16
2022,14,65-74,26,2022-04-03,2022-04-09,490739,5.298,hospitalization,2023-11-16
2022,14,75-84,31,2022-04-03,2022-04-09,252053,12.299,hospitalization,2023-11-16
2022,14,85+,24,2022-04-03,2022-04-09,115906,20.706,hospitalization,2023-11-16
2022,14,Total,170,2022-04-03,2022-04-09,5562663,3.056,hospitalization,2023-11-16
2022,15,0-4,7,2022-04-10,2022-04-16,351664,1.991,hospitalization,2023-11-16
2022,15,12-17,5,2022-04-10,2022-04-16,433734,1.153,hospitalization,2023-11-16
2022,15,18-49,39,2022-04-10,2022-04-16,2294817,1.699,hospitalization,2023-11-16
2022,15,5-11,3,2022-04-10,2022-04-16,509735,0.589,hospitalization,2023-11-16
2022,15,50-64,33,2022-04-10,2022-04-16,1114015,2.962,hospitalization,2023-11-16
2022,15,65-74,23,2022-04-10,2022-04-16,490739,4.687,hospitalization,2023-11-16
2022,15,75-84,42,2022-04-10,2022-04-16,252053,16.663,hospitalization,2023-11-16
2022,15,85+,37,2022-04-10,2022-04-16,115906,31.922,hospitalization,2023-11-16
2022,15,Total,189,2022-04-10,2022-04-16,5562663,3.398,hospitalization,2023-11-16
2022,16,0-4,11,2022-04-17,2022-04-23,351664,3.128,hospitalization,2023-11-16
2022,16,12-17,6,2022-04-17,2022-04-23,433734,1.383,hospitalization,2023-11-16
2022,16,18-49,68,2022-04-17,2022-04-23,2294817,2.963,hospitalization,2023-11-16
2022,16,5-11,2,2022-04-17,2022-04-23,509735,0.392,hospitalization,2023-11-16
2022,16,50-64,43,2022-04-17,2022-04-23,1114015,3.86,hospitalization,2023-11-16
2022,16,65-74,52,2022-04-17,2022-04-23,490739,10.596,hospitalization,2023-11-16
2022,16,75-84,60,2022-04-17,2022-04-23,252053,23.805,hospitalization,2023-11-16
2022,16,85+,37,2022-04-17,2022-04-23,115906,31.922,hospitalization,2023-11-16
2022,16,Total,279,2022-04-17,2022-04-23,5562663,5.016,hospitalization,2023-11-16
2022,17,0-4,12,2022-04-24,2022-04-30,351664,3.412,hospitalization,2023-11-16
2022,17,12-17,9,2022-04-24,2022-04-30,433734,2.075,hospitalization,2023-11-16
2022,17,18-49,97,2022-04-24,2022-04-30,2294817,4.227,hospitalization,2023-11-16
2022,17,5-11,5,2022-04-24,2022-04-30,509735,0.981,hospitalization,2023-11-16
2022,17,50-64,54,2022-04-24,2022-04-30,1114015,4.847,hospitalization,2023-11-16
2022,17,65-74,54,2022-04-24,2022-04-30,490739,11.004,hospitalization,2023-11-16
2022,17,75-84,60,2022-04-24,2022-04-30,252053,23.805,hospitalization,2023-11-16
2022,17,85+,53,2022-04-24,2022-04-30,115906,45.727,hospitalization,2023-11-16
2022,17,Total,344,2022-04-24,2022-04-30,5562663,6.184,hospitalization,2023-11-16
2022,18,0-4,9,2022-05-01,2022-05-07,351664,2.559,hospitalization,2023-11-16
2022,18,12-17,7,2022-05-01,2022-05-07,433734,1.614,hospitalization,2023-11-16
2022,18,18-49,107,2022-05-01,2022-05-07,2294817,4.663,hospitalization,2023-11-16
2022,18,5-11,3,2022-05-01,2022-05-07,509735,0.589,hospitalization,2023-11-16
2022,18,50-64,80,2022-05-01,2022-05-07,1114015,7.181,hospitalization,2023-11-16
2022,18,65-74,59,2022-05-01,2022-05-07,490739,12.023,hospitalization,2023-11-16
2022,18,75-84,80,2022-05-01,2022-05-07,252053,31.739,hospitalization,2023-11-16
2022,18,85+,69,2022-05-01,2022-05-07,115906,59.531,hospitalization,2023-11-16
2022,18,Total,414,2022-05-01,2022-05-07,5562663,7.442,hospitalization,2023-11-16
2022,19,0-4,9,2022-05-08,2022-05-14,351664,2.559,hospitalization,2023-11-16
